id,short_id,image_path_html,polygon,label,score,countertop_polygon,above_or_below_countertop,height_width_ratio,container_height,container_width,neighbors,anchor_neighbors,distance_from_anchors,angle_from_anchors,similar_neighbors,updated_label
10435,25,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[11, 43], [7, 155], [33, 157], [35, 52]]",cabinet door,0.373,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,4.071,114.0,28.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10429, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.4281, 'oven': 0.461, 'stove': 0.4547, 'sink': 0.6478}","{'microwave': 9.36, 'oven': 28.45, 'stove': 19.12, 'sink': 18.02}",[],cabinet door
10436,26,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[251, 262], [224, 273], [224, 362], [250, 341]]",cabinet door,0.452,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,3.704,100.0,27.0,"{""above"": 10430, ""below"": null, ""left"": null, ""right"": null, ""top_left"": 10416, ""top_right"": 10425, ""bottom_left"": 10418, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": ""oven"", ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2739, 'oven': 0.1278, 'stove': 0.2019, 'sink': 0.3013}","{'microwave': 286.37, 'oven': 298.06, 'stove': 294.7, 'sink': 334.01}",[],cabinet door
10437,27,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[181, 95], [160, 98], [161, 167], [182, 165]]",cabinet door,0.425,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,3.273,72.0,22.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10428, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1846, 'oven': 0.2394, 'stove': 0.2159, 'sink': 0.4068}","{'microwave': 6.97, 'oven': 46.06, 'stove': 28.12, 'sink': 22.13}",[],cabinet door
10438,28,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[346, 231], [345, 282], [362, 285], [376, 263], [377, 234]]",cabinet door,0.402,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.688,54.0,32.0,"{""above"": 10419, ""below"": null, ""left"": 10432, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2186, 'oven': 0.1418, 'stove': 0.1534, 'sink': 0.0887}","{'microwave': 236.36, 'oven': 193.04, 'stove': 222.03, 'sink': 324.76}",[],cabinet door
10439,29,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[51, 221], [51, 224]]",drawer,0.345,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,inf,3.0,0.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.395, 'oven': 0.3591, 'stove': 0.385, 'sink': 0.5688}","{'microwave': 341.77, 'oven': 4.22, 'stove': 353.4, 'sink': 0.73}",[],drawer
10440,30,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[52, 227], [48, 225], [48, 219], [11, 223], [11, 235], [47, 231]]",drawer,0.348,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.39,16.0,41.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.4197, 'oven': 0.3824, 'stove': 0.4093, 'sink': 0.5925}","{'microwave': 341.92, 'oven': 2.96, 'stove': 352.85, 'sink': 0.05}",[],drawer
10441,31,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[192, 206], [192, 215], [215, 215], [214, 207]]",drawer,0.32,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.391,9.0,23.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10442, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1682, 'oven': 0.1231, 'stove': 0.1411, 'sink': 0.3262}","{'microwave': 321.47, 'oven': 21.54, 'stove': 349.6, 'sink': 4.57}",[],drawer
10442,32,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[216, 208], [216, 215], [241, 217], [243, 208]]",cabinet door,0.32,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,0.333,9.0,27.0,"{""above"": null, ""below"": null, ""left"": 10441, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.1399, 'oven': 0.0851, 'stove': 0.1014, 'sink': 0.285}","{'microwave': 310.25, 'oven': 30.5, 'stove': 344.28, 'sink': 4.83}",[],cabinet door
10443,33,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[499, 0], [478, 0], [483, 123], [499, 111]]",cabinet door,0.319,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,5.857,123.0,21.0,"{""above"": null, ""below"": 10444, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3551, 'oven': 0.4491, 'stove': 0.3869, 'sink': 0.3007}","{'microwave': 156.99, 'oven': 139.97, 'stove': 145.69, 'sink': 116.29}",[],cabinet door
10444,34,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[460, 0], [467, 156], [497, 153], [499, 0]]",cabinet door,0.327,"[[0, 204], [500, 204], [500, 375], [0, 375]]",above,4.0,156.0,39.0,"{""above"": 10443, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": 10413, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.3308, 'oven': 0.419, 'stove': 0.3585, 'sink': 0.2674}","{'microwave': 160.8, 'oven': 141.85, 'stove': 148.35, 'sink': 116.37}",[],cabinet door
10445,35,images/kitchen/35_segmented_sun_azbcvrptvzuuuhza.jpg,"[[403, 219], [387, 220], [387, 248], [404, 222]]",drawer,0.323,"[[0, 204], [500, 204], [500, 375], [0, 375]]",below,1.706,29.0,17.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""sink"", ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'microwave': 0.2192, 'oven': 0.1936, 'stove': 0.1762, 'sink': 0.018}","{'microwave': 216.77, 'oven': 174.43, 'stove': 197.12, 'sink': 358.73}",[],drawer
10446,1,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[2708, 1791], [2704, 1795], [2704, 1800], [2706, 1803], [2712, 1804], [2715, 1802], [2717, 1796], [2714, 1791]]",cabinet door,0.537,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,1.0,13.0,13.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.2284, 'oven': 0.2314, 'toaster': 0.1165, 'coffee machine': 0.1441}","{'stove': 192.66, 'oven': 160.07, 'toaster': 302.09, 'coffee machine': 241.76}",[],cabinet door
10447,2,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[2741, 1714], [2170, 1740], [2164, 2665], [2692, 2630]]",cabinet door,0.577,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,1.648,951.0,577.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10449, ""top_left"": null, ""top_right"": 10446, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""coffee machine"", ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": ""stove"", ""top_right"": ""toaster"", ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.2127, 'oven': 0.1591, 'toaster': 0.2197, 'coffee machine': 0.2122}","{'stove': 219.43, 'oven': 182.22, 'toaster': 303.25, 'coffee machine': 267.41}",[],cabinet door
10448,3,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[1225, 1769], [639, 1793], [751, 2727], [1296, 2699]]",cabinet door,0.486,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,1.458,958.0,657.0,"{""above"": null, ""below"": null, ""left"": 10457, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": ""oven"", ""top_left"": null, ""top_right"": ""stove"", ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.2147, 'oven': 0.1618, 'toaster': 0.4821, 'coffee machine': 0.3831}","{'stove': 316.36, 'oven': 353.18, 'toaster': 335.91, 'coffee machine': 324.03}",[],cabinet door
10449,4,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[3466, 1683], [2763, 1715], [2711, 2630], [3368, 2573]]",cabinet door,0.511,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,1.254,947.0,755.0,"{""above"": null, ""below"": null, ""left"": 10447, ""right"": null, ""top_left"": 10446, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""toaster"", ""below"": null, ""left"": null, ""right"": null, ""top_left"": ""coffee machine"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3285, 'oven': 0.2977, 'toaster': 0.1766, 'coffee machine': 0.2521}","{'stove': 202.74, 'oven': 179.63, 'toaster': 264.08, 'coffee machine': 233.97}",[],cabinet door
10450,5,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[610, 0], [674, 985], [1229, 970], [1187, 0]]",cabinet door,0.498,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",above,1.591,985.0,619.0,"{""above"": null, ""below"": null, ""left"": 10451, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.2888, 'oven': 0.4033, 'toaster': 0.4889, 'coffee machine': 0.3587}","{'stove': 54.71, 'oven': 64.72, 'toaster': 22.5, 'coffee machine': 26.29}",[],cabinet door
10451,6,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[173, 0], [262, 1006], [650, 993], [592, 15]]",cabinet door,0.468,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",above,2.109,1006.0,477.0,"{""above"": null, ""below"": null, ""left"": 10452, ""right"": 10450, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3619, 'oven': 0.4588, 'toaster': 0.5914, 'coffee machine': 0.4592}","{'stove': 39.98, 'oven': 51.98, 'toaster': 18.12, 'coffee machine': 19.81}",[],cabinet door
10452,7,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[139, 0], [0, 0], [0, 1164], [207, 1080]]",drawer,0.448,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",above,5.623,1164.0,207.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10451, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.4133, 'oven': 0.498, 'toaster': 0.6574, 'coffee machine': 0.5245}","{'stove': 32.15, 'oven': 44.48, 'toaster': 15.11, 'coffee machine': 15.83}",[],drawer
10453,8,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[205, 2263], [0, 2499], [0, 2729], [124, 2608], [41, 2739], [289, 2739]]",cabinet door,0.411,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,1.647,476.0,289.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10457, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.4114, 'oven': 0.363, 'toaster': 0.6863, 'coffee machine': 0.5834}","{'stove': 326.95, 'oven': 344.75, 'toaster': 336.56, 'coffee machine': 328.91}",[],cabinet door
10454,9,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[2245, 0], [2241, 537], [2783, 533], [2796, 0]]",cabinet door,0.316,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",above,0.968,537.0,555.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3366, 'oven': 0.4486, 'toaster': 0.2574, 'coffee machine': 0.2088}","{'stove': 122.44, 'oven': 112.99, 'toaster': 66.12, 'coffee machine': 97.12}",[],cabinet door
10455,10,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[338, 2098], [337, 2097], [336, 2098], [334, 2098], [334, 2100], [335, 2100], [336, 2099], [337, 2099]]",cabinet door,0.421,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,0.75,3.0,4.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3174, 'oven': 0.3011, 'toaster': 0.6031, 'coffee machine': 0.4897}","{'stove': 338.61, 'oven': 2.51, 'toaster': 344.18, 'coffee machine': 336.83}",[],cabinet door
10456,11,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[382, 2037], [377, 2041], [377, 2051], [380, 2052], [383, 2049], [386, 2042], [386, 2040]]",cabinet door,0.319,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,1.667,15.0,9.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3039, 'oven': 0.2919, 'toaster': 0.5904, 'coffee machine': 0.4759}","{'stove': 340.0, 'oven': 4.91, 'toaster': 345.02, 'coffee machine': 337.67}",[],cabinet door
10457,12,images/kitchen/12_segmented_sun_aqlpfaorsvofqfuy.jpg,"[[549, 2028], [431, 2109], [330, 2295], [396, 2742], [637, 2734]]",drawer,0.343,"[[0, 1365], [3664, 1365], [3664, 2748], [0, 2748]]",below,2.326,714.0,307.0,"{""above"": null, ""below"": null, ""left"": 10453, ""right"": 10448, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3202, 'oven': 0.2762, 'toaster': 0.5959, 'coffee machine': 0.4921}","{'stove': 326.33, 'oven': 349.86, 'toaster': 337.69, 'coffee machine': 328.87}",[],drawer
10458,1,images/kitchen/3_segmented_sun_akmvbngqsmlojqqv.jpg,"[[495, 258], [337, 383], [338, 531], [391, 529], [496, 322]]",drawer,0.348,"[[0, 242], [800, 242], [800, 533], [0, 533]]",below,1.717,273.0,159.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.3416, 'oven': 0.311, 'sink': 0.3403}","{'stove': 355.0, 'oven': 330.96, 'sink': 334.38}",[],drawer
10459,2,images/kitchen/3_segmented_sun_akmvbngqsmlojqqv.jpg,"[[757, 375], [757, 531], [789, 532], [794, 406]]",drawer,0.327,"[[0, 242], [800, 242], [800, 533], [0, 533]]",below,4.243,157.0,37.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""stove"", ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.0959, 'oven': 0.2347, 'sink': 0.2176}","{'stove': 247.19, 'oven': 243.26, 'sink': 251.07}",[],drawer
10460,3,images/kitchen/3_segmented_sun_akmvbngqsmlojqqv.jpg,"[[757, 375], [757, 531], [789, 532], [794, 406]]",cabinet door,0.327,"[[0, 242], [800, 242], [800, 533], [0, 533]]",below,4.243,157.0,37.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": ""stove"", ""below"": null, ""left"": ""oven"", ""right"": null, ""top_left"": ""stove"", ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'stove': 0.0959, 'oven': 0.2347, 'sink': 0.2176}","{'stove': 247.19, 'oven': 243.26, 'sink': 251.07}",[],cabinet door
10461,1,images/kitchen/21_segmented_sun_aizvbevquofxjoxx.jpg,"[[290, 213], [290, 301], [340, 305], [338, 218]]",cabinet door,0.539,"[[0, 375], [934, 375], [934, 623], [0, 623]]",above,1.84,92.0,50.0,"{""above"": null, ""below"": null, ""left"": 10462, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4113, 'microwave': 0.3849, 'coffee machine': 0.3057, 'stove': 0.2552, 'toaster': 0.2718, 'sink': 0.2053, 'oven': 0.1594, 'dishwasher': 0.1597, 'dish': 0.1654}","{'refrigerator': 20.22, 'microwave': 7.35, 'coffee machine': 12.53, 'stove': 16.11, 'toaster': 22.97, 'sink': 27.92, 'oven': 66.72, 'dishwasher': 66.63, 'dish': 29.84}",[],cabinet door
10462,2,images/kitchen/21_segmented_sun_aizvbevquofxjoxx.jpg,"[[217, 199], [215, 304], [280, 302], [283, 211]]",cabinet door,0.511,"[[0, 375], [934, 375], [934, 623], [0, 623]]",above,1.544,105.0,68.0,"{""above"": null, ""below"": null, ""left"": null, ""right"": 10461, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{""above"": null, ""below"": null, ""left"": null, ""right"": null, ""top_left"": null, ""top_right"": null, ""bottom_left"": null, ""bottom_right"": null}","{'refrigerator': 0.4682, 'microwave': 0.4436, 'coffee machine': 0.364, 'stove': 0.313, 'toaster': 0.3281, 'sink': 0.2603, 'oven': 0.1939, 'dishwasher': 0.1942, 'dish': 0.2199}","{'refrigerator': 18.28, 'microwave': 6.98, 'coffee machine': 11.25, 'stove': 13.96, 'toaster': 19.73, 'sink': 22.79, 'oven': 51.18, 'dishwasher': 51.13, 'dish': 23.29}",[],cabinet door
